user_id,partner_id,signup_days,age_group,kyc_status,uses_payments,uses_lending,uses_investing,uses_insurance,product_count,logins_30d,txn_count_30d,txn_volume_30d,support_tickets_30d,feature_clicks_30d,days_since_last_login,days_since_last_txn,recency,frequency,monetary,lifecycle_stage,churned,days_to_churn
U009070,PAY_CORP,114,35-44,verified,0,0,1,0,1,31,34,175.94,4,6,35,96,96,34,175.94,Dormant,0,697
U009071,LEND_NOW,453,25-34,verified,0,1,0,1,2,16,28,1253.69,5,62,61,44,44,28,1253.69,Churned,0,265
U009072,INVEST_X,252,25-34,verified,1,1,1,0,3,25,39,1896.24,3,19,33,60,60,39,1896.24,Dormant,0,187
U009073,INVEST_X,278,45-54,verified,1,1,0,0,2,25,34,879.21,0,74,26,42,42,34,879.21,Champion,0,239
U009074,WALLET_GO,443,18-24,pending,1,0,0,0,1,4,8,7097.28,2,13,58,53,53,8,7097.28,Dormant,1,118
U009075,PAY_CORP,709,35-44,verified,1,0,1,0,2,0,27,8523.91,0,57,8,61,61,27,8523.91,At-Risk,0,433
U009076,WALLET_GO,432,35-44,verified,1,1,1,1,4,43,30,1556.46,2,100,56,23,23,30,1556.46,Dormant,0,234
U009077,INVEST_X,687,25-34,verified,1,1,0,0,2,26,32,715.27,2,61,58,101,101,32,715.27,Dormant,1,111
U009078,PAY_CORP,596,25-34,verified,1,1,0,0,2,26,24,1614.55,4,17,14,45,45,24,1614.55,Champion,0,219
U009079,LEND_NOW,567,35-44,verified,1,0,0,0,1,2,57,71.7,1,27,33,56,56,57,71.7,Dormant,0,556
U009080,LEND_NOW,575,35-44,verified,1,1,0,0,2,44,52,1060.8,1,7,76,60,60,52,1060.8,Churned,0,246
U009081,LEND_NOW,576,55+,pending,1,0,0,1,2,34,37,5729.64,1,3,54,68,68,37,5729.64,Dormant,0,357
U009082,PAY_CORP,206,35-44,verified,1,1,0,0,2,14,1,486.61,3,108,65,107,107,1,486.61,Churned,0,652
U009083,PAY_CORP,704,18-24,verified,0,0,1,0,1,40,11,633.41,5,99,6,39,39,11,633.41,Champion,0,680
U009084,PAY_CORP,663,25-34,verified,1,0,1,1,3,33,14,3528.29,2,116,64,0,0,14,3528.29,Churned,0,644
U009085,PAY_CORP,444,35-44,verified,0,1,0,0,1,23,9,2304.09,3,50,14,20,20,9,2304.09,Active,0,216
U009086,PAY_CORP,520,25-34,pending,1,1,1,0,3,0,15,7321.89,5,98,45,2,2,15,7321.89,Dormant,0,606
U009087,WALLET_GO,637,45-54,pending,1,0,0,1,2,1,57,764.75,2,36,10,107,107,57,764.75,At-Risk,0,693
U009088,INVEST_X,135,25-34,verified,1,0,0,0,1,12,35,455.87,1,96,22,8,8,35,455.87,Active,0,461
U009089,LEND_NOW,74,18-24,verified,1,0,1,0,2,13,58,9660.44,0,108,51,30,30,58,9660.44,Dormant,0,563
U009090,INVEST_X,717,25-34,pending,1,1,0,0,2,31,27,6291.72,3,55,34,73,73,27,6291.72,Dormant,0,261
U009091,INVEST_X,412,45-54,verified,1,0,0,0,1,4,27,3137.36,0,43,86,63,63,27,3137.36,Churned,0,387
U009092,PAY_CORP,528,35-44,verified,1,1,0,0,2,11,37,5958.22,1,47,9,82,82,37,5958.22,Active,0,352
U009093,PAY_CORP,376,35-44,verified,1,0,0,1,2,3,51,6195.32,0,76,28,117,117,51,6195.32,Active,0,609
U009094,PAY_CORP,386,25-34,verified,1,0,0,0,1,24,0,4271.2,0,43,30,100,100,0,4271.2,Dormant,1,22
U009095,INVEST_X,56,55+,verified,1,1,1,0,3,28,38,16054.08,1,6,34,61,61,38,16054.08,Dormant,0,479
U009096,LEND_NOW,229,45-54,verified,1,0,0,1,2,37,47,270.55,2,38,42,110,110,47,270.55,Dormant,0,510
U009097,LEND_NOW,89,25-34,failed,1,0,0,0,1,30,2,1003.67,0,50,59,50,50,2,1003.67,Dormant,0,567
U009098,INVEST_X,328,45-54,verified,1,0,0,0,1,5,19,2246.4,4,39,28,54,54,19,2246.4,Active,0,262
U009099,INSURE_IT,45,55+,verified,1,1,0,1,3,28,46,9267.04,1,13,83,34,34,46,9267.04,Churned,0,220
U009100,LEND_NOW,583,25-34,verified,1,0,0,0,1,8,23,684.53,3,54,84,90,90,23,684.53,Churned,1,18
U009101,INVEST_X,232,25-34,verified,1,1,0,0,2,6,22,230.2,0,119,10,34,34,22,230.2,Active,0,364
U009102,LEND_NOW,541,35-44,failed,1,1,0,0,2,9,6,1893.99,1,92,50,58,58,6,1893.99,Dormant,0,525
U009103,WALLET_GO,66,25-34,verified,1,0,0,1,2,8,34,3541.64,5,93,19,99,99,34,3541.64,Active,0,355
U009104,WALLET_GO,52,45-54,verified,1,1,0,0,2,39,39,382.48,3,86,33,53,53,39,382.48,Dormant,1,120
U009105,WALLET_GO,321,35-44,pending,1,1,0,0,2,13,53,5382.9,3,37,17,55,55,53,5382.9,Active,0,492
U009106,PAY_CORP,573,25-34,verified,1,0,1,1,3,11,26,2495.65,3,59,23,119,119,26,2495.65,Active,0,273
U009107,LEND_NOW,590,25-34,verified,1,1,1,0,3,18,31,2967.03,2,110,71,32,32,31,2967.03,Churned,0,583
U009108,WALLET_GO,405,35-44,verified,1,0,0,0,1,6,31,166.34,0,103,19,92,92,31,166.34,Active,0,705
U009109,LEND_NOW,453,18-24,verified,1,0,1,0,2,10,35,7131.7,2,114,86,93,93,35,7131.7,Churned,0,284
U009110,INSURE_IT,505,25-34,verified,1,1,0,1,3,35,6,452.38,5,81,74,82,82,6,452.38,Churned,0,615
U009111,LEND_NOW,494,18-24,verified,1,0,1,0,2,40,48,3344.78,5,42,10,76,76,48,3344.78,Champion,0,581
U009112,LEND_NOW,541,45-54,verified,1,0,0,0,1,38,4,2055.57,4,78,29,22,22,4,2055.57,Active,0,578
U009113,LEND_NOW,51,18-24,verified,1,1,0,0,2,1,48,881.42,2,69,70,66,66,48,881.42,Churned,0,507
U009114,LEND_NOW,325,18-24,pending,1,0,0,0,1,26,35,9901.13,2,45,22,89,89,35,9901.13,Champion,1,41
U009115,WALLET_GO,609,45-54,verified,1,1,0,1,3,21,37,6615.02,2,50,24,36,36,37,6615.02,Champion,0,542
U009116,PAY_CORP,333,18-24,verified,1,0,0,0,1,37,25,2985.18,2,62,84,23,23,25,2985.18,Churned,0,516
U009117,INVEST_X,130,35-44,verified,1,1,0,1,3,42,2,6650.95,0,98,79,3,3,2,6650.95,Churned,0,398
U009118,INVEST_X,489,25-34,verified,1,0,0,0,1,15,6,15092.28,1,87,64,10,10,6,15092.28,Churned,1,175
U009119,WALLET_GO,238,45-54,verified,1,0,0,0,1,44,52,3782.99,5,3,52,59,59,52,3782.99,Dormant,0,276
U009120,INVEST_X,382,25-34,verified,1,0,0,0,1,14,22,10063.94,1,80,77,1,1,22,10063.94,Churned,0,287
U009121,INSURE_IT,386,18-24,verified,1,0,0,0,1,14,37,2203.9,1,4,76,77,77,37,2203.9,Churned,1,49
U009122,WALLET_GO,510,25-34,verified,1,1,0,0,2,25,24,12932.17,0,45,32,89,89,24,12932.17,Dormant,0,687
U009123,LEND_NOW,671,55+,verified,1,0,0,0,1,28,32,16.2,4,116,69,37,37,32,16.2,Churned,0,350
U009124,WALLET_GO,508,45-54,verified,1,0,0,0,1,42,26,2587.55,3,18,36,24,24,26,2587.55,Dormant,0,327
U009125,INSURE_IT,718,25-34,verified,1,0,1,0,2,36,50,4284.01,0,66,25,63,63,50,4284.01,Champion,0,419
U009126,PAY_CORP,43,25-34,pending,0,0,0,0,0,40,57,4037.77,3,72,27,4,4,57,4037.77,Champion,0,299
U009127,INVEST_X,570,18-24,verified,1,1,0,0,2,10,22,4147.51,1,44,53,87,87,22,4147.51,Dormant,0,535
U009128,PAY_CORP,317,25-34,verified,1,1,0,0,2,43,38,13244.81,2,111,25,8,8,38,13244.81,Champion,0,710
U009129,INVEST_X,533,25-34,verified,1,1,0,0,2,24,5,6377.16,0,58,58,26,26,5,6377.16,Dormant,0,249
U009130,PAY_CORP,88,45-54,verified,1,1,1,0,3,35,59,1470.19,5,91,87,37,37,59,1470.19,Churned,0,625
U009131,WALLET_GO,394,18-24,verified,1,1,1,1,4,43,15,1673.53,4,95,36,37,37,15,1673.53,Dormant,0,703
U009132,LEND_NOW,50,45-54,verified,1,1,1,1,4,20,2,384.78,0,54,82,61,61,2,384.78,Churned,0,594
U009133,INVEST_X,489,18-24,verified,1,0,0,1,2,40,54,1919.66,4,22,3,98,98,54,1919.66,Champion,0,331
U009134,PAY_CORP,179,45-54,verified,0,0,0,0,0,4,5,3112.62,2,15,39,80,80,5,3112.62,Dormant,0,376
U009135,INVEST_X,129,25-34,verified,1,0,0,0,1,39,47,422.51,4,55,53,48,48,47,422.51,Dormant,0,665
U009136,LEND_NOW,84,18-24,verified,1,0,0,0,1,41,13,1882.44,5,40,22,82,82,13,1882.44,Champion,0,532
U009137,INVEST_X,215,45-54,verified,1,0,0,0,1,27,29,2259.62,1,97,32,90,90,29,2259.62,Dormant,0,434
U009138,LEND_NOW,692,25-34,verified,0,0,0,0,0,25,59,214.11,1,19,4,32,32,59,214.11,Champion,0,449
U009139,PAY_CORP,709,45-54,verified,1,1,0,0,2,28,49,1729.65,3,51,19,97,97,49,1729.65,Champion,0,521
U009140,LEND_NOW,85,45-54,verified,1,0,1,0,2,34,3,2450.2,2,12,56,59,59,3,2450.2,Dormant,0,511
U009141,INSURE_IT,705,55+,verified,0,0,1,0,1,10,52,5898.34,0,94,4,10,10,52,5898.34,Active,0,469
U009142,PAY_CORP,435,45-54,verified,1,1,0,0,2,19,40,11170.97,0,17,16,104,104,40,11170.97,Champion,0,219
U009143,INVEST_X,252,25-34,verified,1,1,0,0,2,36,48,2287.63,1,77,9,80,80,48,2287.63,Champion,0,587
U009144,PAY_CORP,680,25-34,pending,1,1,0,0,2,34,21,3442.03,2,6,89,24,24,21,3442.03,Churned,0,491
U009145,WALLET_GO,196,35-44,verified,1,0,0,0,1,34,59,701.97,5,40,15,40,40,59,701.97,Champion,0,292
U009146,PAY_CORP,155,25-34,pending,1,1,1,0,3,17,24,3996.58,1,92,74,61,61,24,3996.58,Churned,0,395
U009147,LEND_NOW,188,35-44,pending,1,0,0,0,1,19,57,3226.33,3,112,3,100,100,57,3226.33,Champion,0,655
U009148,LEND_NOW,130,25-34,verified,1,1,0,0,2,26,50,3559.28,4,102,20,14,14,50,3559.28,Champion,0,216
U009149,PAY_CORP,364,35-44,pending,1,0,0,0,1,38,33,8791.08,3,69,14,21,21,33,8791.08,Champion,0,373
U009150,LEND_NOW,126,25-34,verified,0,1,1,0,2,30,13,1074.0,2,80,43,38,38,13,1074.0,Dormant,0,339
U009151,LEND_NOW,184,18-24,verified,1,1,0,1,3,11,40,1863.74,0,74,27,106,106,40,1863.74,Active,0,414
U009152,INVEST_X,286,55+,failed,1,0,1,0,2,2,9,696.12,5,69,56,62,62,9,696.12,Dormant,0,396
U009153,INSURE_IT,477,45-54,verified,1,1,0,0,2,38,59,19749.97,1,15,14,14,14,59,19749.97,Champion,0,550
U009154,LEND_NOW,622,25-34,pending,0,0,1,0,1,4,27,90.31,5,59,89,111,111,27,90.31,Churned,0,302
U009155,INSURE_IT,81,18-24,pending,1,1,0,0,2,28,54,206.78,5,47,16,100,100,54,206.78,Champion,0,298
U009156,LEND_NOW,465,35-44,pending,0,0,0,0,0,30,22,632.77,4,50,84,12,12,22,632.77,Churned,0,564
U009157,PAY_CORP,101,25-34,verified,0,0,1,0,1,2,28,371.62,0,42,31,32,32,28,371.62,Dormant,0,642
U009158,PAY_CORP,713,35-44,verified,0,1,0,0,1,17,25,828.01,4,24,71,56,56,25,828.01,Churned,1,119
U009159,LEND_NOW,221,45-54,verified,1,1,0,0,2,15,13,2618.29,3,12,28,7,7,13,2618.29,Champion,0,714
U009160,LEND_NOW,621,25-34,verified,1,1,0,0,2,2,59,1091.89,3,45,61,72,72,59,1091.89,Churned,1,16
U009161,WALLET_GO,566,25-34,pending,1,1,0,1,3,30,9,1524.71,4,32,67,26,26,9,1524.71,Churned,0,294
U009162,INVEST_X,253,18-24,verified,1,0,0,0,1,14,51,2871.4,4,85,54,73,73,51,2871.4,Dormant,0,234
U009163,INVEST_X,253,25-34,verified,1,0,1,0,2,32,8,3429.0,5,69,15,29,29,8,3429.0,Active,0,395
U009164,LEND_NOW,248,35-44,failed,1,1,0,0,2,31,7,2568.57,3,92,67,84,84,7,2568.57,Churned,1,40
U009165,LEND_NOW,354,18-24,verified,1,0,0,0,1,16,1,4893.27,1,102,39,47,47,1,4893.27,Dormant,0,672
U009166,INVEST_X,335,55+,pending,1,0,1,0,2,19,51,679.25,3,81,72,40,40,51,679.25,Churned,0,363
U009167,PAY_CORP,483,35-44,verified,1,0,0,0,1,10,45,905.3,0,116,22,44,44,45,905.3,Active,0,656
U009168,PAY_CORP,350,25-34,verified,1,0,1,0,2,0,46,2798.97,2,119,39,112,112,46,2798.97,Dormant,0,552
U009169,LEND_NOW,574,35-44,verified,1,0,0,0,1,7,31,4452.61,1,107,62,35,35,31,4452.61,Churned,1,67
U009170,PAY_CORP,351,25-34,verified,1,1,0,0,2,4,12,77.32,5,105,73,98,98,12,77.32,Churned,0,558
U009171,INVEST_X,241,25-34,pending,1,1,1,0,3,43,27,4545.12,3,43,17,109,109,27,4545.12,Champion,1,106
U009172,PAY_CORP,255,35-44,verified,0,0,1,1,2,9,48,4656.34,0,47,85,86,86,48,4656.34,Churned,0,265
U009173,PAY_CORP,534,18-24,verified,1,1,0,0,2,17,0,72.36,3,98,45,87,87,0,72.36,Dormant,0,522
U009174,INSURE_IT,127,25-34,pending,1,1,0,0,2,25,35,3712.01,1,9,73,77,77,35,3712.01,Churned,0,239
U009175,INSURE_IT,227,18-24,verified,0,0,0,0,0,18,28,7098.98,3,101,88,32,32,28,7098.98,Churned,0,511
U009176,LEND_NOW,245,18-24,verified,1,0,0,0,1,41,9,470.07,1,40,56,99,99,9,470.07,Dormant,0,532
U009177,LEND_NOW,474,35-44,verified,1,0,0,0,1,7,0,1527.85,1,116,70,36,36,0,1527.85,Churned,1,25
U009178,WALLET_GO,119,55+,failed,1,0,0,0,1,36,19,489.57,3,68,15,104,104,19,489.57,Champion,0,540
U009179,PAY_CORP,341,35-44,pending,1,1,0,1,3,16,41,706.81,3,106,11,96,96,41,706.81,Champion,0,563
U009180,LEND_NOW,495,55+,verified,1,1,0,0,2,31,20,84.67,2,102,7,69,69,20,84.67,Champion,0,549
U009181,PAY_CORP,669,35-44,verified,1,0,1,0,2,44,59,1614.73,1,13,35,0,0,59,1614.73,Dormant,0,649
U009182,LEND_NOW,331,25-34,failed,1,1,1,0,3,5,18,4209.53,4,13,6,116,116,18,4209.53,Active,0,575
U009183,INSURE_IT,707,45-54,pending,1,0,0,0,1,22,53,541.16,5,105,56,89,89,53,541.16,Dormant,1,78
U009184,WALLET_GO,449,18-24,verified,1,1,0,0,2,21,45,7052.71,1,112,24,29,29,45,7052.71,Champion,0,657
U009185,INSURE_IT,564,18-24,verified,1,1,1,0,3,31,11,2940.74,0,1,73,60,60,11,2940.74,Churned,0,554
U009186,WALLET_GO,197,55+,verified,1,1,1,0,3,31,15,1744.21,5,29,44,3,3,15,1744.21,Dormant,0,459
U009187,INVEST_X,661,35-44,verified,1,1,0,0,2,42,38,2805.07,1,60,28,104,104,38,2805.07,Champion,0,402
U009188,WALLET_GO,208,55+,verified,1,0,0,0,1,21,6,1147.27,3,95,77,39,39,6,1147.27,Churned,0,432
U009189,INVEST_X,124,18-24,verified,1,1,0,0,2,41,15,1020.56,4,85,81,116,116,15,1020.56,Churned,0,293
U009190,LEND_NOW,84,45-54,verified,0,0,0,0,0,41,36,1428.39,1,71,49,19,19,36,1428.39,Dormant,0,410
U009191,PAY_CORP,481,25-34,pending,1,0,0,0,1,39,32,4531.48,5,69,9,8,8,32,4531.48,Champion,0,254
U009192,INVEST_X,463,25-34,verified,1,1,0,0,2,15,30,529.52,0,54,55,3,3,30,529.52,Dormant,0,663
U009193,PAY_CORP,166,45-54,pending,1,1,0,0,2,40,27,1083.41,2,50,17,44,44,27,1083.41,Champion,0,223
U009194,LEND_NOW,636,25-34,verified,1,1,1,0,3,5,4,488.5,0,13,42,51,51,4,488.5,Dormant,0,428
U009195,PAY_CORP,221,35-44,failed,1,1,0,0,2,27,15,7361.16,1,99,43,41,41,15,7361.16,Dormant,0,259
U009196,INVEST_X,450,45-54,verified,1,1,0,0,2,5,59,1205.46,2,62,22,67,67,59,1205.46,Active,0,661
U009197,PAY_CORP,390,45-54,verified,1,1,0,0,2,39,32,5046.75,4,60,88,101,101,32,5046.75,Churned,0,335
U009198,PAY_CORP,438,18-24,verified,1,0,0,0,1,18,19,10932.92,4,76,28,63,63,19,10932.92,Champion,0,397
U009199,LEND_NOW,541,18-24,verified,1,1,0,0,2,35,40,10675.77,5,96,78,80,80,40,10675.77,Churned,1,160
U009200,PAY_CORP,669,55+,verified,1,1,0,1,3,30,29,5653.63,0,86,42,92,92,29,5653.63,Dormant,0,486
U009201,INSURE_IT,527,35-44,pending,1,0,0,1,2,44,41,1370.11,3,8,70,104,104,41,1370.11,Churned,1,14
U009202,LEND_NOW,655,25-34,verified,1,1,1,0,3,8,42,4981.21,1,49,46,68,68,42,4981.21,Dormant,0,650
U009203,LEND_NOW,629,18-24,pending,0,0,0,0,0,39,10,6313.95,4,19,28,37,37,10,6313.95,Champion,0,269
U009204,PAY_CORP,277,18-24,verified,1,0,0,1,2,9,12,157.86,0,9,39,96,96,12,157.86,Dormant,0,702
U009205,WALLET_GO,415,55+,verified,1,0,1,0,2,24,1,4041.96,5,72,66,16,16,1,4041.96,Churned,0,575
U009206,INVEST_X,166,25-34,verified,1,1,1,0,3,1,34,760.49,4,75,71,4,4,34,760.49,Churned,0,311
U009207,LEND_NOW,669,45-54,verified,1,0,0,1,2,0,47,1838.88,1,68,7,81,81,47,1838.88,At-Risk,0,523
U009208,PAY_CORP,697,25-34,verified,1,0,0,1,2,20,34,1210.72,3,94,81,101,101,34,1210.72,Churned,0,284
U009209,WALLET_GO,642,25-34,verified,1,0,1,0,2,44,39,3799.41,1,21,67,30,30,39,3799.41,Churned,0,654
U009210,INSURE_IT,542,35-44,verified,1,0,0,0,1,17,41,3546.72,5,81,14,43,43,41,3546.72,Champion,0,535
U009211,LEND_NOW,615,45-54,verified,1,0,0,0,1,24,27,4454.16,0,106,64,100,100,27,4454.16,Churned,0,473
U009212,PAY_CORP,577,25-34,verified,1,0,0,0,1,17,46,1985.07,5,112,27,64,64,46,1985.07,Champion,0,519
U009213,PAY_CORP,188,25-34,verified,1,1,0,1,3,42,38,1827.66,0,15,44,88,88,38,1827.66,Dormant,0,493
U009214,PAY_CORP,212,35-44,verified,1,0,0,0,1,11,21,10493.53,5,6,84,115,115,21,10493.53,Churned,1,129
U009215,WALLET_GO,396,18-24,verified,1,1,0,0,2,18,53,42.47,3,20,26,49,49,53,42.47,Champion,0,263
U009216,INSURE_IT,320,25-34,pending,1,0,0,0,1,15,33,1053.27,5,115,68,46,46,33,1053.27,Churned,1,179
U009217,INSURE_IT,538,35-44,verified,0,1,1,0,2,29,21,47.65,0,91,41,22,22,21,47.65,Dormant,0,608
U009218,WALLET_GO,537,18-24,failed,1,0,1,0,2,23,17,3936.84,0,107,16,7,7,17,3936.84,Champion,1,144
U009219,PAY_CORP,703,35-44,verified,1,1,1,1,4,39,26,7129.21,4,41,70,40,40,26,7129.21,Churned,1,169
U009220,INSURE_IT,574,18-24,failed,1,0,0,0,1,3,34,360.88,4,82,77,102,102,34,360.88,Churned,0,519
U009221,LEND_NOW,38,35-44,verified,1,0,1,0,2,7,31,557.64,2,48,88,67,67,31,557.64,Churned,1,30
U009222,LEND_NOW,264,45-54,verified,1,1,0,0,2,15,35,1142.3,5,34,6,12,12,35,1142.3,Champion,0,330
U009223,INVEST_X,255,45-54,verified,1,1,0,0,2,16,41,746.62,5,119,75,56,56,41,746.62,Churned,1,155
U009224,PAY_CORP,467,35-44,failed,1,0,1,0,2,25,45,7891.1,3,36,69,94,94,45,7891.1,Churned,0,310
U009225,WALLET_GO,266,35-44,verified,1,0,0,1,2,39,29,4198.51,3,53,54,70,70,29,4198.51,Dormant,0,461
U009226,INSURE_IT,705,25-34,pending,1,1,1,0,3,42,54,982.87,0,9,47,73,73,54,982.87,Dormant,0,346
U009227,WALLET_GO,229,25-34,verified,1,0,0,1,2,22,42,5804.24,2,11,35,113,113,42,5804.24,Dormant,0,672
U009228,WALLET_GO,331,18-24,verified,1,0,1,0,2,26,29,407.21,3,119,0,100,100,29,407.21,Champion,0,391
U009229,LEND_NOW,594,35-44,pending,1,1,0,0,2,29,16,2178.58,1,110,66,111,111,16,2178.58,Churned,0,507
U009230,PAY_CORP,283,18-24,verified,0,0,0,1,1,26,2,708.67,3,94,42,26,26,2,708.67,Dormant,0,240
U009231,WALLET_GO,61,25-34,verified,1,1,0,0,2,24,7,6497.1,2,68,5,68,68,7,6497.1,Active,0,501
U009232,INVEST_X,259,35-44,pending,1,1,1,0,3,42,38,3248.55,5,87,10,91,91,38,3248.55,Champion,0,346
U009233,INSURE_IT,278,35-44,verified,0,0,0,1,1,21,3,6487.28,2,29,67,33,33,3,6487.28,Churned,0,326
U009234,PAY_CORP,452,25-34,verified,1,0,0,1,2,27,0,4244.26,3,4,16,39,39,0,4244.26,Active,0,288
U009235,LEND_NOW,521,25-34,verified,1,1,0,0,2,16,4,4623.85,4,10,30,15,15,4,4623.85,Dormant,0,236
U009236,LEND_NOW,408,35-44,pending,1,1,0,0,2,19,40,11708.71,5,54,22,2,2,40,11708.71,Champion,0,182
U009237,INVEST_X,310,55+,verified,1,0,0,0,1,43,1,7479.61,1,51,58,6,6,1,7479.61,Dormant,1,137
U009238,WALLET_GO,376,35-44,verified,1,0,0,0,1,7,50,47.06,0,61,43,6,6,50,47.06,Dormant,1,56
U009239,INSURE_IT,129,25-34,verified,1,1,0,0,2,32,58,6992.95,0,111,70,20,20,58,6992.95,Churned,0,410
U009240,PAY_CORP,154,45-54,failed,1,1,0,0,2,4,46,4962.64,4,7,12,107,107,46,4962.64,Active,1,121
U009241,LEND_NOW,451,18-24,verified,1,0,0,0,1,42,45,6190.0,3,60,0,60,60,45,6190.0,Champion,0,339
U009242,PAY_CORP,627,25-34,verified,0,1,0,0,1,2,33,90.38,4,17,45,103,103,33,90.38,Dormant,0,470
U009243,PAY_CORP,390,18-24,pending,1,1,0,0,2,38,32,2267.44,2,56,83,9,9,32,2267.44,Churned,0,621
U009244,LEND_NOW,71,25-34,pending,1,0,0,0,1,40,12,32.08,5,17,81,79,79,12,32.08,Churned,0,479
U009245,INVEST_X,707,35-44,verified,1,0,0,0,1,1,15,4204.73,2,53,31,9,9,15,4204.73,Dormant,1,109
U009246,LEND_NOW,253,35-44,verified,1,1,0,0,2,42,13,3245.26,3,28,73,73,73,13,3245.26,Churned,0,281
U009247,LEND_NOW,546,45-54,verified,1,1,1,0,3,38,43,2879.15,2,32,34,75,75,43,2879.15,Dormant,0,434
U009248,INVEST_X,649,35-44,verified,1,0,0,0,1,12,48,1878.72,2,89,66,110,110,48,1878.72,Churned,0,640
U009249,WALLET_GO,710,25-34,verified,1,0,0,0,1,3,59,851.5,3,52,9,22,22,59,851.5,Active,0,635
U009250,PAY_CORP,110,35-44,verified,1,1,0,0,2,3,25,415.18,3,44,20,80,80,25,415.18,Active,0,718
U009251,LEND_NOW,158,35-44,verified,1,0,0,0,1,42,21,1449.39,2,18,58,48,48,21,1449.39,Dormant,1,100
U009252,WALLET_GO,475,35-44,verified,1,1,0,0,2,42,5,3541.25,4,108,36,93,93,5,3541.25,Dormant,0,685
U009253,WALLET_GO,555,25-34,verified,1,1,1,0,3,23,22,311.03,5,104,37,32,32,22,311.03,Dormant,0,184
U009254,WALLET_GO,606,35-44,verified,1,0,0,1,2,37,31,1653.09,1,117,10,38,38,31,1653.09,Champion,0,567
U009255,PAY_CORP,410,35-44,verified,1,0,1,0,2,13,51,7951.41,1,31,85,54,54,51,7951.41,Churned,0,704
U009256,INVEST_X,139,25-34,verified,0,0,1,0,1,2,4,2590.97,1,42,35,94,94,4,2590.97,Dormant,0,507
U009257,INSURE_IT,521,45-54,verified,1,1,0,0,2,29,23,200.43,1,39,28,97,97,23,200.43,Champion,0,439
U009258,LEND_NOW,491,25-34,pending,1,0,0,0,1,11,46,11508.11,4,29,20,27,27,46,11508.11,Active,1,85
U009259,LEND_NOW,352,18-24,verified,1,1,0,0,2,40,52,7523.93,1,76,0,99,99,52,7523.93,Champion,0,550
U009260,INSURE_IT,469,45-54,pending,1,1,1,0,3,38,39,4895.06,4,52,51,7,7,39,4895.06,Dormant,0,701
U009261,PAY_CORP,176,45-54,failed,1,0,1,0,2,44,10,9486.61,5,54,43,1,1,10,9486.61,Dormant,0,335
U009262,WALLET_GO,589,35-44,verified,1,0,0,0,1,25,33,3075.59,0,39,20,46,46,33,3075.59,Champion,0,702
U009263,WALLET_GO,61,25-34,pending,1,0,1,0,2,10,54,5800.78,0,101,71,31,31,54,5800.78,Churned,0,219
U009264,PAY_CORP,608,55+,verified,0,0,1,0,1,17,44,11862.54,2,10,38,25,25,44,11862.54,Dormant,1,33
U009265,WALLET_GO,608,25-34,verified,1,0,0,0,1,33,8,2311.11,0,3,18,74,74,8,2311.11,Active,0,193
U009266,LEND_NOW,504,25-34,verified,1,0,0,0,1,37,19,4911.44,5,6,82,67,67,19,4911.44,Churned,0,677
U009267,WALLET_GO,592,35-44,verified,1,1,1,0,3,9,44,2927.76,5,34,29,59,59,44,2927.76,Active,0,497
U009268,INSURE_IT,659,25-34,verified,1,0,0,0,1,0,43,7961.74,3,103,28,116,116,43,7961.74,At-Risk,0,393
U009269,WALLET_GO,142,35-44,failed,1,1,0,0,2,1,19,2499.56,1,51,83,115,115,19,2499.56,Churned,1,74
U009270,PAY_CORP,405,55+,verified,1,0,1,0,2,20,55,706.25,2,46,1,89,89,55,706.25,Champion,0,353
U009271,WALLET_GO,475,25-34,pending,0,1,1,0,2,7,48,5155.61,3,57,15,44,44,48,5155.61,Active,0,199
U009272,INSURE_IT,680,18-24,failed,1,0,1,0,2,42,22,5708.25,4,43,43,94,94,22,5708.25,Dormant,1,175
U009273,INVEST_X,539,25-34,pending,1,0,0,0,1,34,10,4207.7,2,118,85,74,74,10,4207.7,Churned,1,153
U009274,INVEST_X,440,35-44,verified,1,1,0,0,2,33,34,6150.64,2,84,29,14,14,34,6150.64,Champion,0,188
U009275,PAY_CORP,414,35-44,verified,1,0,0,0,1,5,38,274.31,1,35,54,51,51,38,274.31,Dormant,0,483
U009276,WALLET_GO,129,55+,verified,1,0,0,0,1,9,1,1571.2,1,109,22,39,39,1,1571.2,Active,0,618
U009277,PAY_CORP,248,35-44,verified,1,0,0,0,1,32,30,1770.63,5,102,64,65,65,30,1770.63,Churned,1,159
U009278,LEND_NOW,328,55+,verified,1,1,1,0,3,37,57,9929.62,3,53,17,59,59,57,9929.62,Champion,0,517
U009279,INSURE_IT,637,25-34,verified,1,0,0,0,1,42,17,1957.87,3,18,84,14,14,17,1957.87,Churned,0,256
U009280,INSURE_IT,624,25-34,pending,1,1,0,0,2,22,56,2880.11,2,34,61,54,54,56,2880.11,Churned,0,547
U009281,INSURE_IT,473,25-34,verified,1,1,0,0,2,33,29,2296.62,3,85,77,59,59,29,2296.62,Churned,0,428
U009282,LEND_NOW,103,45-54,verified,0,1,1,0,2,8,49,8655.41,5,70,58,37,37,49,8655.41,Dormant,0,490
U009283,PAY_CORP,526,25-34,verified,0,0,0,1,1,12,57,318.11,0,94,11,41,41,57,318.11,Active,0,438
U009284,LEND_NOW,346,25-34,verified,1,1,0,0,2,32,50,4008.52,4,35,87,59,59,50,4008.52,Churned,0,499
